"Baum ID";"Nr.";"Deutsche Bezeichnung";"Ort";"Stadtteil";"Stadtviertel";"Straße";"Geburtsjahr";"Alter";"X-Koordinate";"Y-Koordinate"
"BKA-20131";"20131";"Spitz-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.02";"22";"514491.852";"5442840.401"
"BKA-20129";"20129";"Stiel-Eiche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514464.264";"5442834.804"
"BKA-20128";"20128";"Zerr-Eiche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514457.267";"5442832.305"
"BKA-20148";"20148";"Spitz-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514445.073";"5442825.808"
"BKA-20149";"20149";"Stiel-Eiche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Hammelwasen";"01.01.98";"26";"514437.476";"5442819.911"
"BKA-20152";"20152";"Stiel-Eiche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514419.983";"5442788.323"
"BKA-50037";"50037";"Stiel-Eiche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.95";"29";"514419.203";"5442781.246"
"BKA-20556";"20556";"Spitz-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.82";"42";"514433.475";"5442744.439"
"BKA-20559";"20559";"Stiel-Eiche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.81";"43";"514444.170";"5442735.142"
"BKA-20518";"20518";"Gemeine Esche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.98";"26";"514477.255";"5442722.646"
"BKA-20513";"20513";"Gemeine Esche";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Neckartalstraße";"01.01.94";"30";"514490.349";"5442715.848"
"BKA-62619";"62619";"Feld-Ahorn";"Heilbronn";"Böckingen";"Böckingen - Neckarwiesen";"Hammelwasen";"01.01.96";"28";"514497.276";"5442719.147"
