Baum ID,Nr.,Deutsche Bezeichnung,Ort,Stadtteil,Stadtviertel,Straße,Geburtsjahr,Alter,X-Koordinate,,Y-Koordinate,
BKA~BAUM-6895,75052,Säulen - Ginkgo Blagon,Heilbronn,HN Innenstadt,Südstadt,Cäcilienstraße,01.01.05,19,515654.232,515654232,5442746.379,5442746379
BKA~BAUM-6894,75051,Säulen - Ginkgo Blagon,Heilbronn,HN Innenstadt,Südstadt,Cäcilienstraße,01.01.05,19,515663.782,515663782,5442747.001,5442747001
BKA~BAUM-6892,75049,Säulen - Ginkgo Blagon,Heilbronn,HN Innenstadt,Südstadt,Cäcilienstraße,01.01.05,19,515684.091,515684091,5442747.962,5442747962
BKA-31304,31304,Ulme resista Sapporo Autumn Gold,Heilbronn,HN Innenstadt,Südstadt,Cäcilienstraße,01.01.83,41,515678.849,515678849,5442736.643,5442736643
BKA-21224,21224,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.49,75,514610.337,514610337,5442279.453,5442279453
BKA-21215,21215,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.14,110,514615.483,514615483,5442295.904,5442295904
BKA-21213,21213,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.30,94,514616.782,514616782,5442307.099,5442307099
BKA-21208,21208,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.45,79,514615.883,514615883,5442311.897,5442311897
BKA-17075,17075,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.49,75,514634.876,514634876,5442251.221,5442251221
BKA-17071,17071,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.52,72,514664.464,514664464,5442253.018,5442253018
BKA-21236,21236,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.24,100,514655.468,514655468,5442271.011,5442271011
BKA-57085,57085,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.30,94,514637.674,514637674,5442276.81,5442276810
BKA-57086,57086,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.23,101,514643.572,514643572,5442282.708,5442282708
BKA-21220,21220,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.51,73,514651.369,514651369,5442280.608,5442280608
BKA-21219,21219,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.56,68,514648.571,514648571,5442289.305,5442289305
BKA-21218,21218,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.57,67,514644.972,514644972,5442299.002,5442299002
BKA-21203,21203,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.18,106,514626.879,514626879,5442319.894,5442319894
BKA-21207,21207,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.44,80,514619.082,514619082,5442320.594,5442320594
BKA-21206,21206,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.55,69,514622.081,514622081,5442318.795,5442318795
BKA-57177,57177,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.82,42,514618.482,514618482,5442326.092,5442326092
BKA-21238,21238,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.58,66,514635.776,514635776,5442329.19,5442329190
BKA-21198,21198,Gewöhnliche Roßkastanie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.44,80,514635.476,514635476,5442336.387,5442336387
BKA-21196,21196,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,,,514629.578,514629578,5442336.987,5442336987
BKA-57084,57084,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.94,30,514629.379,514629379,5442342.185,5442342185
BKA-21189,21189,Berg-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.79,45,514634.877,514634877,5442345.384,5442345384
BKA-21186,21186,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.40,84,514631.778,514631778,5442356.679,5442356679
BKA-57083,57083,Vogel-Kirsche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.85,39,514629.252,514629252,5442350.279,5442350279
BKA-21190,21190,Berg-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.63,61,514624.799,514624799,5442346.81,5442346810
BKA-21194,21194,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.72,52,514623.181,514623181,5442343.485,5442343485
BKA-21197,21197,Berg-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.72,52,514621.681,514621681,5442339.586,5442339586
BKA-21199,21199,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.74,50,514621.027,514621027,5442335.23,5442335230
BKA-21200,21200,Berg-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.89,35,514620.382,514620382,5442333.889,5442333889
BKA-21202,21202,Berg-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.70,54,514619.082,514619082,5442331.49,5442331490
BKA-21195,21195,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.80,44,514622.389,514622389,5442340.264,5442340264
BKA-21234,21234,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.81,43,514622.28,514622280,5442271.213,5442271213
BKA-21233,21233,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.68,56,514625.079,514625079,5442270.713,5442270713
BKA-20474,20474,Trauben-Kirsche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514554.021,514554021,5442680.859,5442680859
BKA-21059,21059,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514528.053,514528053,5442499.704,5442499704
BKA-21060,21060,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514526.933,514526933,5442497.39,5442497390
BKA-21061,21061,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514526.261,514526261,5442495.075,5442495075
BKA-20490,20490,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514524.324,514524324,5442522.115,5442522115
BKA-20489,20489,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514525.824,514525824,5442532.211,5442532211
BKA-20488,20488,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514526.925,514526925,5442542.108,5442542108
BKA-20567,20567,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,01.01.85,39,514530.725,514530725,5442558.902,5442558902
BKA-20487,20487,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514529.825,514529825,5442562.601,5442562601
BKA-20486,20486,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514531.125,514531125,5442572.298,5442572298
BKA-20485,20485,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514532.525,514532525,5442582.494,5442582494
BKA-20484,20484,Straßen-Akazie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514533.626,514533626,5442592.191,5442592191
BKA-20483,20483,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514535.226,514535226,5442602.487,5442602487
BKA-20482,20482,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514536.626,514536626,5442612.284,5442612284
BKA~BAUM-12244,84356,Pyramiden-Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,,,514992.456,514992456,5442333.887,5442333887
BKA~BAUM-12237,84349,Pyramiden-Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,,,515004.551,515004551,5442337.586,5442337586
BKA~BAUM-12176,84288,Purpur - Erle,Heilbronn,HN Innenstadt,Südstadt,Rosenbergstraße,,,515610.669,515610669,5442528.132,5442528132
BKA~BAUM-11547,83391,Berg-Ahorn,Heilbronn,HN Innenstadt,Südstadt,Schoettlestraße,,,515383.917,515383917,5442581.456,5442581456
BKA~BAUM-11403,82962,Gelbe Trauer-Weide,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,,,515041.733,515041733,5442344.783,5442344783
BKA~BAUM-11319,82713,Morgenländische Platane `Minaret`,Heilbronn,HN Innenstadt,Südstadt,Südstraße,,,515579.982,515579982,5442610.096,5442610096
BKA~BAUM-11318,82710,Morgenländische Platane `Minaret`,Heilbronn,HN Innenstadt,Südstadt,Südstraße,,,515520.516,515520516,5442648.973,5442648973
BKA~BAUM-11305,82674,Purpur - Erle,Heilbronn,HN Innenstadt,Südstadt,Rosenbergstraße,,,515618.36,515618360,5442554.924,5442554924
BKA~BAUM-6893,75050,Säulen - Ginkgo Blagon,Heilbronn,HN Innenstadt,Südstadt,Cäcilienstraße,01.01.05,19,515673.561,515673561,5442747.443,5442747443
BKA~BAUM-10029,78926,Flügelnuß,Heilbronn,HN Innenstadt,Südstadt,Uferweg,,,515450.46,515450460,5442759.68,5442759680
BKA~BAUM-10028,78923,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Südstadt,Uferweg,,,515444.65,515444650,5442751.53,5442751530
BKA~BAUM-10027,78920,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Südstadt,Uferweg,,,515263.116,515263116,5442438.097,5442438097
BKA~BAUM-9902,78558,Spitz-Ahorn,Heilbronn,HN Innenstadt,Südstadt,Südstraße,01.01.05,19,515738.279,515738279,5442535.398,5442535398
BKA~BAUM-8425,76767,Säulen - Ginkgo,Heilbronn,HN Innenstadt,Südstadt,Südstraße,01.01.08,16,515511.502,515511502,5442655.229,5442655229
BKA~BAUM-7331,75569,Freemans -  Ahorn`Autumn Blaze`,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.06,18,514740.05,514740050,5442803.821,5442803821
BKA~BAUM-9668,78154,Winter-Linde,Heilbronn,HN Innenstadt,Südstadt,Knorrstraße,01.01.10,14,515409.936,515409936,5442349.092,5442349092
BKA~BAUM-9667,78153,Winter-Linde,Heilbronn,HN Innenstadt,Südstadt,Knorrstraße,01.01.10,14,515402.217,515402217,5442351.986,5442351986
BKA-21127,21127,Berg-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,,,514676.166,514676166,5442519.215,5442519215
BKA-21128,21128,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,,,514673.267,514673267,5442509.319,5442509319
BKA-21130,21130,Berg-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,,,514671.268,514671268,5442500.822,5442500822
BKA-21131,21131,Berg-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,,,514666.069,514666069,5442482.329,5442482329
BKA-21132,21132,Berg-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,,,514656.072,514656072,5442453.14,5442453140
BKA-21151,21151,Berg-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,,,514652.773,514652773,5442443.244,5442443244
BKA-20173,20173,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,,,514733.795,514733795,5443036.791,5443036791
BKA-20170,20170,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Karlsruher Straße,,,514733.322,514733322,5443039.276,5443039276
BKA~BAUM-13363,85455,Vogel-Kirsche,Heilbronn,HN Innenstadt,Nordstadt,Villmatstraße,,,516805.616,516805616,5444095.842,5444095842
BKA~BAUM-13362,85454,Fichtenart,Heilbronn,HN Innenstadt,Nordstadt,Villmatstraße,,,516811.117,516811117,5444094.634,5444094634
BKA~BAUM-13361,85453,Fichtenart,Heilbronn,HN Innenstadt,Nordstadt,Villmatstraße,,,516813.787,516813787,5444090.877,5444090877
BKA~BAUM-13360,85452,Fichtenart,Heilbronn,HN Innenstadt,Nordstadt,Villmatstraße,,,516807.948,516807948,5444091.705,5444091705
BKA~BAUM-13359,85451,Walnuß,Heilbronn,HN Innenstadt,Nordstadt,Villmatstraße,,,516808.102,516808102,5444084.827,5444084827
BKA~BAUM-13357,85450,Vogel-Kirsche,Heilbronn,HN Innenstadt,Nordstadt,Villmatstraße,,,516828.146,516828146,5444076.528,5444076528
BKA~BAUM-13356,85449,Vogel-Kirsche,Heilbronn,HN Innenstadt,Nordstadt,Villmatstraße,,,516817.299,516817299,5444082.118,5444082118
BKA-20043,20043,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514607.606,514607606,5442999.431,5442999431
BKA-20069,20069,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514595.308,514595308,5442906.57,5442906570
BKA-19797,19797,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514612.603,514612603,5443050.51,5443050510
BKA-20067,20067,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514591.71,514591710,5442909.069,5442909069
BKA-20080,20080,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514591.01,514591010,5442886.578,5442886578
BKA-20467,20467,Walnuß,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514562.619,514562619,5442750.333,5442750333
BKA-20066,20066,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514594.709,514594709,5442911.068,5442911068
BKA-19795,19795,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514616.501,514616501,5443059.806,5443059806
BKA-20061,20061,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514598.808,514598808,5442931.759,5442931759
BKA-20060,20060,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514596.209,514596209,5442934.658,5442934658
BKA-20077,20077,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514586.512,514586512,5442884.28,5442884280
BKA-20059,20059,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514597.709,514597709,5442938.157,5442938157
BKA-20056,20056,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514596.409,514596409,5442940.456,5442940456
BKA-20058,20058,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514599.808,514599808,5442940.256,5442940256
BKA-20081,20081,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514572.715,514572715,5442810.613,5442810613
BKA-20057,20057,Trauben-Kirsche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514598.109,514598109,5442942.755,5442942755
BKA-20055,20055,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514600.608,514600608,5442945.154,5442945154
BKA-20054,20054,Trauben-Kirsche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514600.908,514600908,5442949.252,5442949252
BKA-20082,20082,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514569.316,514569316,5442785.522,5442785522
BKA-20053,20053,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514601.408,514601408,5442952.451,5442952451
BKA-20051,20051,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514602.507,514602507,5442954.949,5442954949
BKA-20050,20050,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514599.709,514599709,5442957.448,5442957448
BKA-20083,20083,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514559.72,514559720,5442762.03,5442762030
BKA-20049,20049,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514601.408,514601408,5442966.345,5442966345
BKA-19803,19803,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514608.905,514608905,5443010.727,5443010727
BKA-20044,20044,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514605.707,514605707,5442991.235,5442991235
BKA-20048,20048,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514601.608,514601608,5442971.343,5442971343
BKA-20045,20045,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514603.907,514603907,5442979.839,5442979839
BKA-20047,20047,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514602.908,514602908,5442976.541,5442976541
BKA-20466,20466,Straßen-Akazie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514558.321,514558321,5442753.633,5442753633
BKA-20046,20046,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514601.808,514601808,5442978.54,5442978540
BKA-19794,19794,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514614.501,514614501,5443065.304,5443065304
BKA-19784,19784,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514615.399,514615399,5443083.396,5443083396
BKA-19782,19782,Apfelbaumart,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514616.897,514616897,5443090.493,5443090493
BKA-20071,20071,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514590.31,514590310,5442901.272,5442901272
BKA-19796,19796,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514614.202,514614202,5443049.211,5443049211
BKA-20079,20079,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514592.909,514592909,5442889.277,5442889277
BKA-20070,20070,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514592.3,514592300,5442900.233,5442900233
BKA-19799,19799,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514613.003,514613003,5443047.112,5443047112
BKA-20075,20075,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckartalstraße,01.01.73,51,514587.791,514587791,5442891.796,5442891796
BKA-20042,20042,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514607.506,514607506,5443004.429,5443004429
BKA-19802,19802,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514608.206,514608206,5443013.626,5443013626
BKA-20469,20469,Spitz-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514562.619,514562619,5442730.94,5442730940
BKA-20468,20468,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514556.722,514556722,5442743.036,5442743036
BKA-20078,20078,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514590.31,514590310,5442891.776,5442891776
BKA-20533,20533,Gemeine Esche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckartalstraße,,,514547.124,514547124,5442698.153,5442698153
BKA-20475,20475,Trauben-Kirsche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514553.521,514553521,5442674.261,5442674261
BKA-20476,20476,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514545.224,514545224,5442673.661,5442673661
BKA-20477,20477,Trauben-Kirsche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514545.924,514545924,5442669.263,5442669263
BKA-20478,20478,Trauben-Kirsche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514544.924,514544924,5442666.564,5442666564
BKA-20479,20479,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514542.025,514542025,5442651.569,5442651569
BKA-20480,20480,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514540.725,514540725,5442642.173,5442642173
BKA-20481,20481,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Neckar Kanalhafen,,,514538.025,514538025,5442622.98,5442622980
BKA-53239,53239,gemischter Bestand,Heilbronn,HN Innenstadt,Südstadt,Rosenberg,,,515672.855,515672855,5442883.175,5442883175
BKA~BAUM-7333,75571,Stachellose Gleditschie,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Frankfurter Straße,01.01.06,18,515154.024,515154024,5443166.308,5443166308
BKA-30244,30244,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Weststraße,01.01.49,75,515162.972,515162972,5442911.547,5442911547
BKA~BAUM-10107,79154,Kirschenart,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Schützenstraße,01.01.80,44,515020.028,515020028,5442967.167,5442967167
BKA~BAUM-10105,79148,Hängebirke,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Schützenstraße,01.01.95,29,515038.041,515038041,5442966.148,5442966148
BKA~BAUM-10106,79151,Kirschenart,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Schützenstraße,01.01.81,43,515037.7,515037700,5442990.572,5442990572
BKA~BAUM-12245,84357,Japanische Zelkowe`Green Vase`,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Roßkampffstraße,,,515274.034,515274034,5443276.796,5443276796
BKA-21232,21232,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.40,84,514614.983,514614983,5442268.515,5442268515
BKA-21231,21231,Feld-Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.57,67,514608.785,514608785,5442268.815,5442268815
BKA-57090,57090,Pyramiden-Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.90,34,514633.876,514633876,5442230.029,5442230029
BKA-57087,57087,Schwarz-Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.91,33,514653.768,514653768,5442236.325,5442236325
BKA-57174,57174,Pyramiden-Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.90,34,514629.378,514629378,5442210.739,5442210739
BKA-57176,57176,Vogel-Kirsche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.90,34,514632.977,514632977,5442196.445,5442196445
BKA-57175,57175,Vogel-Kirsche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.94,30,514631.078,514631078,5442188.049,5442188049
BKA-17128,17128,Pyramiden-Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.21,103,514596.593,514596593,5442166.961,5442166961
BKA-17129,17129,Pyramiden-Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.03,121,514594.293,514594293,5442167.56,5442167560
BKA-17074,17074,Kanadische Pappel,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.22,102,514648.87,514648870,5442246.421,5442246421
BKA-17161,17161,Haselnuß,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,,,514629.58,514629580,5442169.758,5442169758
BKA-17134,17134,Haselnuß,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Badstraße,01.01.11,113,514620.883,514620883,5442177.555,5442177555
BKA-57267,57267,Gemeine Hainbuche,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.84,40,514863.197,514863197,5443053.397,5443053397
BKA~BAUM-1643,70323,Keithsform - Ahorn,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.09,15,514891.667,514891667,5442889.035,5442889035
BKA-19899,19899,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.78,46,514825.608,514825608,5443119.256,5443119256
BKA-19901,19901,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.75,49,514829.21,514829210,5443109.275,5443109275
BKA-19902,19902,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.60,64,514832.508,514832508,5443098.979,5443098979
BKA-19903,19903,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.63,61,514835.407,514835407,5443088.784,5443088784
BKA-19904,19904,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.70,54,514837.89,514837890,5443078.742,5443078742
BKA-19925,19925,Ahornblättrige Platane,Heilbronn,HN Innenstadt,Bahnhofsvorstadt,Theresienstraße,01.01.59,65,514840.306,514840306,5443068.292,5443068292
